Policy log std Mean,(Previous) Eval Time (s),Policy log std Max,Epoch,Q Predictions Max,Number of env steps total,Log Pis Max,Log Pis Min,QF Loss,Policy Loss,AverageTrainReturn_all_train_tasks,Policy mu Min,Train Time (s),VF Loss,Q Predictions Mean,V Predictions Mean,Policy log std Std,Log Pis Std,Z mean train,Policy log std Min,Total Train Time (s),AverageReturn_all_train_tasks,Log Pis Mean,Policy mu Std,V Predictions Std,KL Divergence,Policy mu Max,V Predictions Min,Z mean eval,KL Loss,Number of rollouts total,AverageReturn_all_test_tasks,Epoch Time (s),V Predictions Max,Q Predictions Std,Number of train steps total,Z variance train,Sample Time (s),Q Predictions Min,Policy mu Mean,Z variance eval
-0.725742,3.502216345999841,-0.328507,50,-74.2511,526000,7.69271,-6.46584,197.893,352.616,9.16043353687,-3.08407,104.24070902499989,101.352,-385.232,-349.48,0.173021,2.11168,1.48853,-1.49421,6120.410601343012,1.06346133726,3.2438,1.71808,244.221,328.9659118652344,3.00443,-1638.19,0.64989,328.9659118652344,0,0.277096893614,119.84256182900208,-72.2755,256.222,51000,0.000168726,12.099636458002351,-1812.24,0.801846,0.948448
-0.708807,3.5124982359993737,-0.244779,51,-57.4242,536000,7.69311,-6.15189,376.596,351.083,8.41887889959,-3.03486,104.10782851300064,107.588,-381.704,-355.937,0.15538,2.12246,0.959784,-1.43327,6240.118774495006,0.865486055734,3.12382,1.84979,241.314,361.62872314453125,3.0816,-1436.68,3.01894,361.62872314453125,0,0.606948544378,119.71777783099424,-52.3395,252.875,52000,0.0185567,12.097451081994222,-1524.23,0.360318,1.46908
-0.712736,3.5033279480012425,-0.292204,52,-74.0741,546000,7.84713,-6.93922,264.803,349.377,6.69204463799,-2.99133,104.22190755699921,181.479,-385.303,-343.457,0.170047,2.13185,0.776055,-1.48934,6359.95746988001,0.505464885578,3.19667,1.86672,214.952,375.1226806640625,2.97608,-1364.14,6.57001,375.1226806640625,0,0.881026525419,119.83059976300319,-69.6895,233.758,53000,0.00870603,12.105364258002737,-1503.39,0.297939,5.21131
-0.725903,3.511973427999692,-0.35718,53,-45.0079,556000,7.61459,-7.49406,603.047,357.43,8.0364180033,-2.84786,104.23372057199958,69.0434,-391.456,-357.85,0.17669,2.03974,0.536486,-1.50557,6479.789893124012,0.376434018622,3.17591,1.81788,230.88,348.26422119140625,2.93451,-1420.79,0.679731,348.26422119140625,0,0.599817280551,119.84254791700005,-30.4694,250.066,54000,0.0127231,12.096853917000772,-1538.76,0.467442,0.107437
-0.719301,3.502325428000404,-0.398588,54,-44.9832,566000,7.88388,-7.5853,101.335,307.2,9.18791463951,-2.82985,104.29978084899994,52.3525,-340.694,-302.298,0.162975,2.10058,0.919249,-1.51669,6599.699912466016,0.896707294243,3.13009,1.72155,206.004,333.97991943359375,2.94665,-1747.66,1.72459,333.97991943359375,0,0.284045851693,119.90501782100546,-40.8749,229.843,55000,0.00174323,12.10291154400511,-1912.77,0.74843,0.737817
-0.710557,3.507848608000131,-0.366555,55,-48.356,576000,7.51382,-5.94402,204.353,390.01,10.1349735258,-3.06799,104.28677362000053,139.245,-426.419,-381.797,0.163855,2.08195,0.807007,-1.50293,6719.61098251602,0.583432375668,3.09518,1.85306,259.285,332.70025634765625,2.93122,-1412.68,0.820524,332.70025634765625,0,1.29633619056,119.89737633599907,-42.1004,280.731,56000,0.0100199,12.102754107998408,-1536.89,0.287241,0.344427
-0.726516,3.522069292001106,-0.27222,56,-48.8481,586000,7.55875,-6.60782,124.232,389.246,9.34008842718,-2.88999,104.24843463300022,36.8497,-426.983,-386.777,0.198698,2.07006,1.13849,-1.5487,6839.48473376302,1.06977537316,3.20202,1.89919,228.171,285.9053955078125,2.98747,-1465.63,2.15481,285.9053955078125,0,0.520382766802,119.88628799700382,-50.1025,253.285,57000,0.000508195,12.115784072002498,-1549.85,-0.0715586,1.35372
-0.727014,3.510054130001663,-0.356775,57,-44.9788,596000,7.95744,-6.55443,201.642,311.124,9.18005202442,-2.81426,104.1346179939992,57.5556,-340.532,-310.76,0.18436,2.13019,0.767401,-1.52938,6959.214010187026,0.868819155165,3.03279,1.79074,214.846,297.09027099609375,2.89828,-1442.15,0.644507,297.09027099609375,0,1.12731095508,119.73123367600601,-41.4547,229.965,58000,0.00712621,12.08656155200515,-1575.09,0.432274,0.392484
-0.715834,3.508657241000037,-0.271425,58,-41.1902,606000,7.81146,-8.14445,669.861,328.534,10.021409088,-2.84951,104.08521817300061,76.4614,-357.186,-326.604,0.178948,2.0652,0.979448,-1.52868,7078.900832155028,0.872395762525,3.03235,1.83086,222.936,293.6978759765625,2.92046,-1346.92,2.2767,293.6978759765625,0,1.22299007365,119.69444619100068,-39.7396,238.202,59000,9.7715e-05,12.10057077700003,-1485.77,0.299467,0.994935
-0.701157,3.501572954000949,-0.274315,59,-50.6281,616000,7.61019,-6.17635,179.664,340.475,8.30749768774,-2.84066,104.04604958399977,46.9097,-376.276,-342.086,0.164312,2.10001,0.884461,-1.47896,7198.559249840031,0.541148666103,3.19563,1.83578,226.991,315.91021728515625,2.99271,-1579.5,3.73122,315.91021728515625,0,0.341323121539,119.64734012599911,-49.4944,252.561,60000,0.000541873,12.099717587998384,-1771.89,0.475515,2.43059
-0.726169,3.513124851999237,-0.307372,60,-55.5807,626000,7.69504,-9.68731,112.015,318.076,8.70413833854,-3.08033,104.37083795800027,57.3405,-347.539,-318.46,0.157832,2.0824,0.906196,-1.51835,7318.558059112032,0.55723264072,3.07248,1.81949,220.584,314.5953369140625,2.95935,-1547.05,2.7139,314.5953369140625,0,2.1038560267,119.9932668290021,-52.3375,239.389,61000,0.000708681,12.109304019002593,-1680.44,0.39348,2.32138
-0.699251,3.5190946089987847,-0.197509,61,-55.9864,636000,7.7522,-4.92675,148.057,390.288,10.4822647005,-2.89561,104.23845000500114,67.4816,-432.86,-386.646,0.192845,2.05149,0.83475,-1.4847,7438.445094235034,1.35055964225,3.1837,1.89192,247.262,316.156494140625,2.86945,-1511.55,2.91647,316.156494140625,0,1.35593938702,119.89242303300125,-46.4391,273.605,62000,0.000805898,12.134878419001325,-1569.64,-0.109578,1.96994
-0.728574,3.514490088000457,-0.2082,62,-50.819,646000,9.68487,-5.78274,83.7083,264.778,11.6280310599,-3.11279,104.35874474800039,74.3069,-292.885,-260.005,0.191345,2.14331,0.895329,-1.5515,7558.399466824036,1.17670846357,2.84084,1.74968,186.369,351.3196105957031,2.95327,-1142.73,3.00039,351.3196105957031,0,1.0563601299,119.96472234400062,-47.7034,206.42,63000,0.000347368,12.091487507999773,-1166.64,0.454322,1.77691
-0.715006,3.504293168000004,-0.332903,63,-48.5904,656000,7.99017,-7.87499,277.511,331.843,10.9740918274,-3.11573,104.26499433499885,107.173,-367.931,-327.583,0.162362,2.13565,0.923899,-1.56395,7678.239186116034,0.830364146041,3.34439,1.93191,215.034,326.23468017578125,3.07222,-1324.58,1.46213,326.23468017578125,0,1.1810129441,119.84163734199683,-51.8033,239.707,64000,0.00078872,12.07234983899798,-1430.11,0.114431,0.919514
-0.682633,3.5028966360005143,-0.262513,64,-32.8651,666000,7.77031,-6.48194,68.5882,291.311,11.1292464002,-3.05942,104.31301841200002,41.5333,-329.154,-293.73,0.152253,2.08382,1.05587,-1.44243,7798.133014749043,0.880368639225,3.17912,1.87973,201.693,307.12384033203125,2.89945,-1420.71,1.70548,307.12384033203125,0,0.598807772676,119.89126996800405,-28.1528,228.75,65000,0.00201135,12.07535492000352,-1480.92,0.308898,1.62536
-0.719692,3.5062043119996815,-0.265401,65,-67.1382,676000,7.71198,-6.16155,154.148,268.169,11.2138710705,-2.83308,104.35101122100059,84.1381,-292.328,-265.191,0.161522,2.16018,0.77191,-1.50734,7918.088397404044,0.831586825936,2.96218,1.6724,164.604,281.2969970703125,2.92007,-991.309,0.485095,281.2969970703125,0,0.760192134462,119.9507931640037,-50.2204,178.816,66000,0.000371251,12.093577631003427,-1046.67,0.737685,0.165949
-0.714306,3.5111373670006287,-0.255145,66,-44.9905,686000,8.04405,-8.40232,378.364,282.869,10.817649116,-2.91581,104.21266824500162,51.6687,-319.623,-280.734,0.161599,2.11971,1.3422,-1.61492,8037.897277872038,2.15001788075,3.19975,1.78992,188.525,290.49072265625,2.9758,-1445.77,2.30256,290.49072265625,0,1.24814663754,119.79962126699684,-44.895,214.42,67000,0.000653841,12.075815654994585,-1481.25,0.60566,2.4663
-0.70549,3.5208406089986966,-0.239518,67,-38.1674,696000,7.63038,-6.44738,883.09,365.719,10.6293237777,-3.12688,104.41294047299925,63.3889,-404.731,-366.891,0.154336,2.08515,0.851696,-1.55891,8157.924799064032,1.01736471538,3.33166,1.89085,234.745,288.91375732421875,2.83757,-1631.51,2.42664,288.91375732421875,0,0.808198815487,120.02735967899571,-28.147,254.526,68000,0.00170614,12.093578596997759,-1830.1,0.382836,2.48843
-0.689067,3.5215797559994826,-0.196073,68,-64.587,706000,7.67915,-5.99986,112.015,396.679,10.4907510049,-3.00508,104.35109838299832,62.704,-433.604,-398.902,0.134021,2.0994,0.290123,-1.41544,8277.860477640033,0.552669920333,3.10685,1.88997,234.559,284.51263427734375,2.83548,-1484.36,3.38719,284.51263427734375,0,2.21244564597,119.9526080730011,-66.2761,258.923,69000,0.0249709,12.079929934003303,-1496.53,0.00602966,2.34198
-0.748506,3.5052340580004966,-0.224177,69,-43.7308,716000,7.27055,-6.31878,688.785,316.321,12.0319086803,-2.82579,104.063918535001,87.8124,-347.191,-311.869,0.215393,2.12783,0.980892,-1.58832,8397.506971976038,1.90517598834,2.95879,1.75502,214.108,275.862548828125,2.91083,-1217.89,3.42081,275.862548828125,0,1.39556223963,119.65055818700603,-41.5968,234.963,70000,0.000482861,12.081405594004536,-1342.1,0.483317,2.22142
-0.726223,3.5016626510005153,-0.337452,70,-35.2499,726000,8.46108,-6.01392,87.6616,311.958,11.0612352993,-3.00367,104.12847481200151,77.3445,-348.204,-310.241,0.171641,2.09787,0.967993,-1.51707,8517.233708709044,1.1337891886,3.27895,1.90477,236.06,303.4375305175781,2.8941,-1892.13,3.68026,303.4375305175781,0,0.615692876089,119.71300709900606,-31.7603,259.953,71000,0.000332829,12.082869636004034,-1978.93,0.0674612,3.88106
-0.724195,3.51599127100053,-0.322989,71,-44.7929,736000,7.36404,-6.19285,112.733,262.602,10.7439508225,-2.80809,104.28921261700089,98.9878,-294.208,-268.11,0.168575,2.0775,0.809359,-1.40849,8637.11401450504,0.312450845887,3.05353,1.80176,182.898,253.8551025390625,2.9582,-1468.1,0.904879,253.8551025390625,0,2.29094175665,119.89333331799571,-44.1338,200.605,72000,0.0010023,12.088129429994297,-1545.31,0.456431,0.085599
-0.716025,3.5034824260001187,-0.242586,72,-33.2167,746000,7.59291,-10.2536,52.3163,293.52,10.8207872977,-2.94757,104.03331708800033,37.2501,-331.609,-289.521,0.172605,2.0958,0.651651,-1.64438,8756.728482878041,1.50842596178,3.24385,1.8882,199.551,281.2072448730469,2.80551,-1458.27,0.949376,281.2072448730469,0,1.18799326856,119.61382325500381,-29.3123,226.994,73000,0.00289859,12.077023741003359,-1559.32,0.266315,0.21148
-0.71134,3.5047093180000957,-0.294009,73,-49.8958,756000,8.24774,-6.79373,57.0513,355.838,10.7671101404,-2.90664,104.34749448999901,65.6027,-399.16,-358.637,0.162488,2.10344,0.590671,-1.42136,8876.662345368037,1.19173467979,3.36616,1.94208,229.283,267.0079345703125,2.86248,-1308.08,1.39751,267.0079345703125,0,0.671321212583,119.93427032399632,-51.1857,258.413,74000,0.0142234,12.082066515997212,-1430.09,-0.0333685,1.60379
-0.731637,3.50488254299853,-0.325041,74,-41.3677,766000,7.51266,-7.71316,71.3387,258.795,10.5089152073,-2.87181,104.2298697039987,74.6839,-289.554,-262.69,0.186967,2.17155,0.642583,-1.4574,8996.44679521303,0.870865027507,3.12916,1.79398,205.733,267.3316650390625,2.85391,-1326.0,0.723504,267.3316650390625,0,0.995471484762,119.7910224909956,-39.7476,230.133,75000,0.00018147,12.05627024399837,-1457.0,0.52322,0.137716
-0.726598,3.4988863990001846,-0.268016,75,-49.1204,776000,7.65446,-6.23102,71.2858,287.321,10.9211986431,-2.78792,104.2754668790003,55.23,-322.396,-282.291,0.195834,2.17188,0.81238,-1.53713,9116.307380991027,1.69704473756,3.04189,1.78994,218.993,271.32269287109375,2.91438,-1437.86,3.64472,271.32269287109375,0,0.95481662971,119.8563734349973,-50.329,247.546,76000,0.00105506,12.082020156996805,-1529.68,0.522786,3.5321
-0.709961,3.5036856240003544,-0.264213,76,-60.3119,786000,7.71623,-6.85897,110.713,282.507,10.7848322571,-2.89946,104.6300939899993,45.6522,-313.978,-282.965,0.160371,2.1947,1.04402,-1.42597,9236.510228546027,1.74026952217,3.17897,1.87453,208.911,251.79591369628906,2.84455,-1153.5,1.2488,251.79591369628906,0,1.52585867053,120.2055536550015,-60.7541,232.267,77000,0.0220207,12.071774041001845,-1190.37,0.253625,1.67354
-0.720364,3.5015771689995745,-0.275812,77,-55.4391,796000,8.38197,-6.43167,390.029,305.888,11.7645681239,-2.97634,104.64163689199995,125.617,-340.675,-313.191,0.147809,2.09325,0.690698,-1.41277,9356.68078257403,0.55896724836,3.23806,1.88061,220.746,234.71978759765625,2.84347,-1279.2,6.16589,234.71978759765625,0,1.32797522185,120.16931207300331,-56.1386,240.594,78000,0.000512515,12.026098012003786,-1417.66,0.277341,5.06983
-0.756237,3.5035494419989845,-0.403061,78,-45.7434,806000,7.56489,-9.59913,59.2826,231.55,11.5354808837,-2.79535,104.687126154,43.7211,-258.921,-227.981,0.197524,2.27085,0.704595,-1.47444,9476.88244561803,1.44671770226,2.91195,1.76131,192.977,227.11309814453125,2.86639,-1244.87,4.72786,227.11309814453125,0,1.57362839143,120.20070577900151,-36.9025,216.352,79000,0.00460074,12.010030183002527,-1387.5,0.409118,3.91383
-0.713767,3.505011821998778,-0.164326,79,-45.437,816000,7.87245,-5.49745,44.9832,306.028,10.3462924675,-2.88498,104.43603444099972,21.6669,-342.601,-306.122,0.174982,2.19145,0.84159,-1.41807,9596.88643442303,1.91426722185,3.11495,1.86535,231.693,242.14810180664062,2.88069,-1759.99,5.2556,242.14810180664062,0,1.08369043308,120.00463310099803,-44.0204,261.182,80000,0.00431698,12.063586837999537,-1945.19,0.260751,5.10369
-0.719587,3.504971276001015,-0.246185,80,-57.6764,826000,7.87971,-6.23993,494.25,326.765,11.2954289899,-2.9368,104.68807934100005,38.4563,-363.388,-326.172,0.164096,2.19386,0.871684,-1.48358,9717.11491477703,0.986838470459,3.03898,1.84279,233.41,224.1926727294922,3.00565,-1294.47,0.744934,224.1926727294922,0,1.62136788789,120.2294294330004,-58.3004,258.682,81000,0.00568757,12.036378815999342,-1429.93,0.264805,0.278518
-0.710176,3.5046492799992848,-0.351835,81,-45.3916,836000,8.11317,-6.94512,170.711,296.88,11.8613295614,-2.90011,104.59129594700062,64.3462,-333.086,-296.064,0.169391,2.11484,0.519578,-1.40924,9837.242043337032,0.880256670837,3.07509,1.88152,215.686,224.72357177734375,2.80784,-1522.12,4.27451,224.72357177734375,0,0.391135058471,120.13029894700412,-41.8557,241.35,82000,0.000747269,12.03435372000422,-1638.74,0.0920586,3.76805
-0.703787,3.50211845999911,-0.253434,82,-41.5234,846000,8.87725,-6.29515,211.676,306.685,10.6358709586,-2.95824,104.82960980899952,48.0065,-340.612,-304.706,0.183695,2.20246,0.768282,-1.44816,9957.60782516903,0.527583919946,2.91767,1.84597,240.981,235.779296875,3.05263,-1484.13,1.78854,235.779296875,0,0.811407625441,120.36453631699987,-42.1719,264.619,83000,0.00279225,12.032808048001243,-1570.19,0.0126646,1.18059
-0.726992,3.503921805000573,-0.340436,83,-44.7308,856000,7.56224,-10.7455,45.4988,274.515,11.5249549758,-2.9275,105.10357318099886,29.0271,-306.117,-276.674,0.177218,2.18116,0.650106,-1.45266,10078.236191877038,0.858285173356,3.05794,1.72698,227.255,226.4789581298828,2.90193,-1356.72,0.690292,226.4789581298828,0,1.17296240452,120.62779105600384,-48.0687,256.12,84000,0.0114141,12.020296070004406,-1474.42,0.691252,0.18282
-0.703951,3.50517258400032,-0.272758,84,-50.2013,866000,8.26994,-8.4754,180.83,353.354,11.5008560869,-2.90657,104.9580118949998,78.3099,-395.706,-348.746,0.14924,2.17907,0.575626,-1.40051,10198.753757483044,1.13168149966,3.26333,1.92105,257.09,213.24017333984375,3.03894,-1703.36,1.80363,213.24017333984375,0,0.514414138403,120.51714564900249,-51.8595,289.024,85000,0.00416416,12.053961170002367,-1795.97,0.132181,2.01032
-0.734398,3.5061483629997383,-0.3334,85,-46.6092,876000,7.82531,-8.13832,54.6735,252.05,10.7784959608,-2.79898,105.2019481389998,32.0202,-283.207,-251.321,0.1864,2.20585,0.727971,-1.4792,10319.479760276045,1.98428351864,3.0083,1.79295,189.3,208.91452026367188,2.87897,-1723.32,5.2409,208.91452026367188,0,0.534284662027,120.72814784200091,-44.6553,214.456,86000,0.0144167,12.020051340001373,-1787.2,0.446288,4.91367
-0.694546,3.50464427299994,-0.292804,86,-38.1878,886000,7.72309,-7.30382,49.2382,249.328,11.5268003104,-2.95314,104.52544099199986,23.104,-283.19,-248.355,0.158336,2.1566,0.58787,-1.38522,10439.531576648042,0.665844912674,3.19443,1.86197,170.476,242.75003051757812,2.85546,-1240.46,1.39677,242.75003051757812,0,0.603950406637,120.05133575399668,-35.6949,192.847,87000,0.00171897,12.021250488996884,-1407.75,0.401751,1.05366
-0.735245,3.5057252570004493,-0.309426,87,-37.8555,896000,7.67064,-5.25572,45.6507,259.749,11.3560276533,-2.99307,104.82820604600056,25.5422,-290.856,-262.102,0.178548,2.24001,0.73031,-1.4309,10559.884568519048,0.88483999475,2.99258,1.81774,217.111,217.62742614746094,2.92672,-1419.59,0.590216,217.62742614746094,0,0.765809328112,120.35396806200697,-35.608,243.894,88000,0.00681834,12.020036759005961,-1549.28,0.30416,0.215585
-0.716513,3.5054343570009223,-0.262075,88,-44.6417,906000,7.58051,-6.33907,125.955,259.056,12.1569421238,-2.79108,103.9638352869988,56.2177,-289.363,-255.088,0.16998,2.18005,1.38375,-1.4489,10679.383842582047,1.59158631006,3.14206,1.76626,196.081,213.103271484375,2.99758,-1525.74,1.59256,213.103271484375,0,1.2116631487,119.5068390769975,-42.5617,222.468,89000,0.026402,12.03756943299777,-1606.1,0.638391,2.3384
-0.743095,3.49850343000071,-0.223056,89,-38.638,916000,7.58875,-6.07762,700.769,250.964,11.9055362692,-2.90021,104.02169255899935,57.2903,-276.97,-247.054,0.192032,2.17718,0.55661,-1.48371,10798.977246987048,0.309767762398,2.93494,1.76752,199.494,197.08346557617188,2.95555,-1463.42,2.43422,197.08346557617188,0,1.28345458334,119.57511131600222,-38.4993,224.265,90000,0.00669245,12.054915327002163,-1522.86,0.427886,1.05353
-0.748482,3.5174511280001752,0.0976195,90,-37.0876,926000,7.56743,-6.89716,1433.33,248.565,11.896127727,-2.8178,104.08270056400033,22.512,-282.901,-247.917,0.209494,2.19131,0.570049,-1.49943,10918.630502154041,0.83906838696,2.99321,1.78789,209.38,250.7169189453125,2.91768,-1204.53,1.64296,250.7169189453125,0,1.99268248558,119.65990705299555,-36.54,238.457,91000,0.00406874,12.059755360995041,-1447.19,0.39426,1.89064
-0.750605,3.5114628610008367,-0.349996,91,-36.74,936000,8.01694,-5.47789,49.4335,222.955,12.8706308589,-2.8829,104.05030501500005,25.7209,-251.657,-223.442,0.208596,2.12863,0.661741,-1.51157,11038.246257072042,1.15239402634,2.95301,1.73809,195.976,256.6836853027344,2.91958,-1321.1,1.67856,256.6836853027344,0,1.16522735412,119.61554460700427,-34.0936,219.302,92000,0.00540005,12.053776731003381,-1534.69,0.530083,2.33822
-0.754179,3.512376829999994,0.00776142,92,-37.0375,946000,7.81715,-5.74652,30.8395,216.417,11.9775007422,-2.83093,104.04805009699885,21.3021,-244.823,-219.184,0.217504,2.16862,0.493887,-1.55636,11157.855244689048,0.900683454025,2.87312,1.65455,197.384,235.29104614257812,2.86639,-1336.58,5.21725,235.29104614257812,0,1.09627530691,119.6112642210046,-38.6158,222.728,93000,0.00629215,12.05083729400576,-1380.37,0.704051,4.7996
-0.768871,3.510740863999672,-0.23349,93,-42.9117,956000,7.66188,-9.89577,33.2966,218.075,11.6978550847,-2.89422,104.1159709980002,13.8839,-244.058,-216.947,0.219357,2.21905,0.503155,-1.53347,11277.523436636047,1.1872814318,2.88103,1.74841,190.522,216.56539916992188,2.98049,-1453.89,1.40919,216.56539916992188,0,0.61569701651,119.66234510100367,-43.1505,216.002,94000,0.00710291,12.0356332390038,-1596.04,0.398599,1.1976
-0.72075,3.517306523001025,-0.172557,94,-38.7106,966000,7.56625,-5.48665,732.815,300.932,12.2878453346,-2.97612,104.03958341100042,114.928,-340.55,-309.194,0.176559,2.15425,0.629607,-1.59702,11397.114822042053,1.14304853358,3.14211,1.86056,233.025,226.46299743652344,2.8841,-1240.7,2.09623,226.46299743652344,0,0.534009648565,119.59928212400155,-37.7969,258.862,95000,0.00371465,12.0423921900001,-1324.21,0.315238,1.95928
-0.730217,3.510046784000224,-0.214684,95,-37.3051,976000,8.38616,-6.35038,25.6311,236.736,12.4862284938,-2.88867,103.98681657399902,16.6359,-266.709,-234.165,0.200424,2.1155,0.561046,-1.49546,11516.64168376305,0.868411382558,2.95803,1.74028,206.054,225.1859130859375,2.87848,-1136.61,2.83616,225.1859130859375,0,1.33443503389,119.52619643499929,-30.0627,232.633,96000,0.00392502,12.029333077000047,-1320.44,0.561097,1.10808
-0.756174,3.511394790999475,-0.338188,96,-38.8548,986000,7.44511,-7.1114,26.2585,253.171,12.5534889567,-2.91471,104.12948790600058,15.9839,-284.132,-253.394,0.216662,2.21364,0.580234,-1.52291,11636.352419647053,1.93467657398,2.99086,1.79147,212.666,233.49717712402344,2.80294,-1294.22,4.41238,233.49717712402344,0,0.592453746125,119.71315743900232,-41.6845,240.862,97000,0.00370621,12.072274742002264,-1372.61,0.391331,4.42755
-0.743215,3.509693312998934,-0.287315,97,-42.9472,996000,7.62547,-6.3872,48.6372,225.996,11.6559870325,-2.92098,104.04662829900008,17.756,-254.397,-227.49,0.194956,2.17236,0.452289,-1.59137,11755.952840704045,1.25481799834,3.00091,1.77903,195.407,210.3701171875,2.88171,-1224.89,1.05231,210.3701171875,0,1.64213110782,119.5983359249949,-41.7578,218.644,98000,0.00596999,12.042014312995889,-1315.33,0.421771,1.09809
-0.727076,3.5125022049996915,-0.261632,98,-34.4036,1006000,7.47399,-6.45267,449.428,252.25,12.5188000731,-2.90713,104.06125388500004,65.0802,-280.807,-250.664,0.19325,2.20128,0.767348,-1.55363,11875.591137732048,1.46686853967,2.87566,1.7929,219.942,212.12753295898438,2.88735,-1453.86,4.93152,212.12753295898438,0,0.062348105682,119.64224866699806,-36.4477,244.958,99000,0.00809535,12.068492576998324,-1608.07,0.260222,3.71332
-0.752388,3.509222396000041,-0.367856,99,-38.2423,1016000,7.76177,-6.50869,22.4543,232.677,12.4608415862,-2.88942,104.1421262240001,14.2123,-261.5,-234.547,0.206116,2.16975,0.559483,-1.54985,11995.238743993048,1.1219623421,2.81716,1.75801,210.168,211.81838989257812,2.84471,-1464.5,2.36699,211.81838989257812,0,0.308872136,119.69638268400195,-38.4621,235.521,100000,0.0102117,12.045034064001811,-1543.22,0.303529,2.51558
-0.710165,3.461126031999811,-0.253492,100,-37.3609,1026000,7.46654,-6.49329,31.8596,261.664,12.268982312,-2.88608,104.377268405,11.1181,-295.836,-263.043,0.18304,2.22243,0.536976,-1.57553,12115.103085143046,1.1043178966,2.99785,1.84877,220.81,208.53350830078125,2.955,-1319.38,4.73193,208.53350830078125,0,1.99205268472,119.86402027599615,-36.4514,249.418,101000,0.0070403,12.025625838996348,-1493.44,0.128236,3.9317
-0.764201,3.462198282000827,-0.21436,101,-39.4067,1036000,7.59708,-9.03617,640.291,232.77,12.562086986,-2.83623,104.27786237100008,16.4512,-260.48,-232.007,0.232993,2.13292,0.640944,-1.62983,12234.856996600049,2.54541794155,2.8616,1.68613,195.677,188.09449768066406,2.83479,-1100.64,6.69894,188.09449768066406,0,1.64275967026,119.75442145500347,-38.5594,217.823,102000,0.00641046,12.014360802002557,-1229.94,0.59888,7.08455
